MUI.CreateTextH2|MUI.CreateTextH2({CURSOR})|h2 title text
gmv.SetOnAnimate|gmv.SetOnAnimate({CURSOR})|Set animation callback
gmv.SetOnCollision|gmv.SetOnCollision({CURSOR})|Set collision callback
gmv.SetOnDraw|gmv.SetOnDraw({CURSOR})|Set draw callback
gmv.SetOnLoad|gmv.SetOnLoad({CURSOR})|Set load callback
gmv.SetOnTouch|gmv.SetOnTouch({CURSOR})|Set touch callback
gmv.SetOnUpdate|gmv.SetOnUpdate({CURSOR})|Set update callback
gmv.SetPosition|gmv.SetPosition({CURSOR})|Set the position
gmv.SetRotation|gmv.SetRotation({CURSOR})|Set the rotation
gmv.SetScale|gmv.SetScale({CURSOR})|Set the scale
gmv.SetVelocity|gmv.SetVelocity({CURSOR})|Set the velocity
img.Animate|img.Animate({CURSOR})|Animate the image
img.Clear|img.Clear({CURSOR})|Clear the image
img.Copy|img.Copy({CURSOR})|Copy the image
img.Crop|img.Crop({CURSOR})|Crop the image
img.Create|img.Create({CURSOR})|Creates an image object
img.DrawArc|img.DrawArc({CURSOR})|Draw an arc on the image
img.DrawCircle|img.DrawCircle({CURSOR})|Draw a circle on the image
img.DrawImage|img.DrawImage({CURSOR})|Draw an image on the image
img.DrawLine|img.DrawLine({CURSOR})|Draw a line on the image
img.DrawOval|img.DrawOval({CURSOR})|Draw an oval on the image
img.DrawPath|img.DrawPath({CURSOR})|Draw a path on the image
img.DrawPoint|img.DrawPoint({CURSOR})|Draw a point on the image
img.DrawRect|img.DrawRect({CURSOR})|Draw a rectangle on the image
img.DrawRoundRect|img.DrawRoundRect({CURSOR})|Draw a rounded rectangle
img.DrawText|img.DrawText({CURSOR})|Draw text on the image
img.Fill|img.Fill({CURSOR})|Fill the image
img.FillColor|img.FillColor({CURSOR})|Fill with a color
img.FillGradient|img.FillGradient({CURSOR})|Fill with a gradient
img.Flip|img.Flip({CURSOR})|Flip the image
img.GetBitmap|img.GetBitmap()|Get the bitmap
img.GetHeight|img.GetHeight()|Get the image height
img.GetPaint|img.GetPaint()|Get the paint object
img.GetPixel|img.GetPixel()|Get a pixel color
img.GetWidth|img.GetWidth()|Get the image width
img.IsAnimating|img.IsAnimating()|Check if animating
img.IsLoaded|img.IsLoaded()|Check if image is loaded
img.Load|img.Load({CURSOR})|Load the image
img.LoadDrawable|img.LoadDrawable({CURSOR})|Load a drawable resource
img.Paint|img.Paint({CURSOR})|Set paint properties
img.Pause|img.Pause({CURSOR})|Pause animation
img.Reload|img.Reload({CURSOR})|Reload the image
img.Resize|img.Resize({CURSOR})|Resize the image
img.Resume|img.Resume({CURSOR})|Resume animation
img.Rotate|img.Rotate({CURSOR})|Rotate the image
img.Save|img.Save({CURSOR})|Save the image to file
img.Scale|img.Scale({CURSOR})|Scale the image
img.SetAlpha|img.SetAlpha({CURSOR})|Set the alpha/transparency
img.SetBackground|img.SetBackground({CURSOR})|Set the background color
img.SetImage|img.SetImage({CURSOR})|Set the image source
img.SetImageFile|img.SetImageFile({CURSOR})|Set image from file
img.SetMargins|img.SetMargins({CURSOR})|Set margins
img.SetOnClick|img.SetOnClick({CURSOR})|Set click callback
img.SetOnDraw|img.SetOnDraw({CURSOR})|Set draw callback
img.SetOnLoad|img.SetOnLoad({CURSOR})|Set load callback
img.SetOnTouch|img.SetOnTouch({CURSOR})|Set touch callback
img.SetPadding|img.SetPadding({CURSOR})|Set padding
img.SetPosition|img.SetPosition({CURSOR})|Set position
img.SetRotation|img.SetRotation({CURSOR})|Set rotation
img.SetScale|img.SetScale({CURSOR})|Set the scale
img.SetScaleType|img.SetScaleType({CURSOR})|Set the scale type
img.SetSize|img.SetSize({CURSOR})|Set the size
img.SetVisible|img.SetVisible({CURSOR})|Set visibility
img.SetZoom|img.SetZoom({CURSOR})|Set the zoom level
img.Stop|img.Stop({CURSOR})|Stop animation
img.Sweep|img.Sweep({CURSOR})|Sweep the image
img.ToData|img.ToData({CURSOR})|Convert to data URI
img.Toggle|img.Toggle({CURSOR})|Toggle visibility
img.Transform|img.Transform({CURSOR})|Apply a matrix transform
img.Zoom|img.Zoom({CURSOR})|Zoom the image
lay.AddChild|lay.AddChild({CURSOR})|Add a child view
lay.AddView|lay.AddView({CURSOR})|Add a view
lay.BringChildToFront|lay.BringChildToFront({CURSOR})|Bring child to front
lay.Create|lay.Create({CURSOR})|Creates a layout
lay.GetChild|lay.GetChild()|Get a child by index
lay.GetChildCount|lay.GetChildCount()|Get child count
lay.GetChildIndex|lay.GetChildIndex()|Get the child index
lay.GetHeight|lay.GetHeight()|Get the layout height
lay.GetWidth|lay.GetWidth()|Get the layout width
lay.RemoveAllChildren|lay.RemoveAllChildren({CURSOR})|Remove all children
lay.RemoveChild|lay.RemoveChild({CURSOR})|Remove a child
lay.RemoveView|lay.RemoveView({CURSOR})|Remove a view
lay.SendChildToBack|lay.SendChildToBack({CURSOR})|Send child to back
lay.SetAlign|lay.SetAlign({CURSOR})|Set alignment
lay.SetAlpha|lay.SetAlpha({CURSOR})|Set transparency
lay.SetBackground|lay.SetBackground({CURSOR})|Set background color/drawable
lay.SetBackgroundTint|lay.SetBackgroundTint({CURSOR})|Set background tint
lay.SetElevation|lay.SetElevation({CURSOR})|Set elevation/shadow
lay.SetGravity|lay.SetGravity({CURSOR})|Set gravity
lay.SetHeight|lay.SetHeight({CURSOR})|Set the height
lay.SetMargins|lay.SetMargins({CURSOR})|Set margins
lay.SetOnClick|lay.SetOnClick({CURSOR})|Set click callback
lay.SetOnDraw|lay.SetOnDraw({CURSOR})|Set draw callback
lay.SetOnLayout|lay.SetOnLayout({CURSOR})|Set layout callback
lay.SetOnTouch|lay.SetOnTouch({CURSOR})|Set touch callback
lay.SetOrientation|lay.SetOrientation({CURSOR})|Set the orientation
lay.SetPadding|lay.SetPadding({CURSOR})|Set padding
lay.SetPosition|lay.SetPosition({CURSOR})|Set the position
lay.SetScrollable|lay.SetScrollable({CURSOR})|Set scrollable
lay.SetSize|lay.SetSize({CURSOR})|Set the size
lay.SetVisible|lay.SetVisible({CURSOR})|Set visibility
lay.SetWidth|lay.SetWidth({CURSOR})|Set the width
lay.Show|lay.Show()|Show the layout
lay.Hide|lay.Hide()|Hide the layout
lay.SetWeightSum|lay.SetWeightSum({CURSOR})|Set weight sum
lay.SetColumnCount|lay.SetColumnCount({CURSOR})|Set column count (grid)
lay.SetRowCount|lay.SetRowCount({CURSOR})|Set row count (grid)
lay.SetColumnWidth|lay.SetColumnWidth({CURSOR})|Set column width
lay.SetRowHeight|lay.SetRowHeight({CURSOR})|Set row height
lay.SetSpacing|lay.SetSpacing({CURSOR})|Set spacing between children
lay.SetVertical|lay.SetVertical({CURSOR})|Set vertical orientation
lay.SetHorizontal|lay.SetHorizontal({CURSOR})|Set horizontal orientation
ldg.Create|ldg.Create({CURSOR})|Creates a loading indicator
ldg.Dismiss|ldg.Dismiss()|Dismiss the loading indicator
ldg.Hide|ldg.Hide()|Hide the loading indicator
ldg.SetColor|ldg.SetColor({CURSOR})|Set the color
ldg.SetHeight|ldg.SetHeight({CURSOR})|Set the height
ldg.SetMargins|ldg.SetMargins({CURSOR})|Set margins
ldg.SetMessage|ldg.SetMessage({CURSOR})|Set the loading message
ldg.SetOnCancel|ldg.SetOnCancel({CURSOR})|Set cancel callback
ldg.SetPosition|ldg.SetPosition({CURSOR})|Set the position
ldg.SetSize|ldg.SetSize({CURSOR})|Set the size
ldg.SetWidth|ldg.SetWidth({CURSOR})|Set the width
ldg.Show|ldg.Show()|Show the loading indicator
loc.Create|loc.Create({CURSOR})|Create a location object
loc.GetAccuracy|loc.GetAccuracy()|Get the accuracy
loc.GetAltitude|loc.GetAltitude()|Get the altitude
loc.GetBearing|loc.GetBearing()|Get the bearing
loc.GetLatitude|loc.GetLatitude()|Get the latitude
loc.GetLongitude|loc.GetLongitude()|Get the longitude
loc.GetSpeed|loc.GetSpeed()|Get the speed
loc.SetOnLocation|loc.SetOnLocation({CURSOR})|Set location update callback
lst.AddItem|lst.AddItem({CURSOR})|Add an item to the list
lst.AddSection|lst.AddSection({CURSOR})|Add a section
lst.Clear|lst.Clear({CURSOR})|Clear the list
lst.Create|lst.Create({CURSOR})|Creates a list object
lst.DeleteItem|lst.DeleteItem({CURSOR})|Delete an item
lst.GetCount|lst.GetCount()|Get the item count
lst.GetItem|lst.GetItem()|Get an item
lst.GetItemCount|lst.GetItemCount()|Get the item count
lst.GetItemText|lst.GetItemText()|Get item text
lst.GetSelected|lst.GetSelected()|Get selected index
lst.GetSelection|lst.GetSelection()|Get the selection
lst.GetSectionCount|lst.GetSectionCount()|Get section count
lst.InsertItem|lst.InsertItem({CURSOR})|Insert an item
lst.IsEmpty|lst.IsEmpty()|Check if empty
lst.RemoveItem|lst.RemoveItem({CURSOR})|Remove an item
lst.RemoveSection|lst.RemoveSection({CURSOR})|Remove a section
lst.ScrollTo|lst.ScrollTo({CURSOR})|Scroll to an item
lst.ScrollToEnd|lst.ScrollToEnd({CURSOR})|Scroll to the end
lst.SelectItem|lst.SelectItem({CURSOR})|Select an item
lst.SetAlpha|lst.SetAlpha({CURSOR})|Set transparency
lst.SetBackground|lst.SetBackground({CURSOR})|Set background color
lst.SetBold|lst.SetBold({CURSOR})|Set bold text
lst.SetChecked|lst.SetChecked({CURSOR})|Set checked state
lst.SetChoice|lst.SetChoice({CURSOR})|Set choice mode
lst.SetChoiceMode|lst.SetChoiceMode({CURSOR})|Set choice mode
lst.SetDivider|lst.SetDivider({CURSOR})|Set divider
lst.SetDividerHeight|lst.SetDividerHeight({CURSOR})|Set divider height
lst.SetElevation|lst.SetElevation({CURSOR})|Set elevation
lst.SetEnabled|lst.SetEnabled({CURSOR})|Set enabled
lst.SetFastScroll|lst.SetFastScroll({CURSOR})|Set fast scroll
lst.SetFont|lst.SetFont({CURSOR})|Set the font
lst.SetHeader|lst.SetHeader({CURSOR})|Set header
lst.SetHeight|lst.SetHeight({CURSOR})|Set height
lst.SetHint|lst.SetHint({CURSOR})|Set hint text
lst.SetImage|lst.SetImage({CURSOR})|Set an image
lst.SetIndicator|lst.SetIndicator({CURSOR})|Set indicator
lst.SetItemHeight|lst.SetItemHeight({CURSOR})|Set item height
lst.SetItemText|lst.SetItemText({CURSOR})|Set item text
lst.SetMargins|lst.SetMargins({CURSOR})|Set margins
lst.SetMultiChoice|lst.SetMultiChoice({CURSOR})|Set multi choice mode
lst.SetOnClick|lst.SetOnClick({CURSOR})|Set click callback
lst.SetOnItemClick|lst.SetOnItemClick({CURSOR})|Set item click callback
lst.SetOnItemLongClick|lst.SetOnItemLongClick({CURSOR})|Set item long click callback
lst.SetOnScroll|lst.SetOnScroll({CURSOR})|Set scroll callback
lst.SetOnTouch|lst.SetOnTouch({CURSOR})|Set touch callback
lst.SetPadding|lst.SetPadding({CURSOR})|Set padding
lst.SetPosition|lst.SetPosition({CURSOR})|Set position
lst.SetSelection|lst.SetSelection({CURSOR})|Set selection
lst.SetSize|lst.SetSize({CURSOR})|Set size
lst.SetText|lst.SetText({CURSOR})|Set text
lst.SetTextColor|lst.SetTextColor({CURSOR})|Set text color
lst.SetTextSize|lst.SetTextSize({CURSOR})|Set text size
lst.SetVisible|lst.SetVisible({CURSOR})|Set visibility
med.Create|med.Create({CURSOR})|Create a media player
med.GetDuration|med.GetDuration()|Get the media duration
med.GetPosition|med.GetPosition()|Get the current position
med.IsPlaying|med.IsPlaying()|Check if playing
med.Pause|med.Pause({CURSOR})|Pause playback
med.Play|med.Play({CURSOR})|Start playback
med.SeekTo|med.SeekTo({CURSOR})|Seek to a position
med.SetOnComplete|med.SetOnComplete({CURSOR})|Set completion callback
net.AddHeader|net.AddHeader({CURSOR})|Add a request header
net.AddParam|net.AddParam({CURSOR})|Add a request parameter
net.AddPostParam|net.AddPostParam({CURSOR})|Add a POST parameter
net.Create|net.Create({CURSOR})|Create a network request
net.Get|net.Get()|Perform a GET request
net.GetResponse|net.GetResponse()|Get the response
net.GetResponseCode|net.GetResponseCode()|Get the response code
net.GetResponseText|net.GetResponseText()|Get the response text
net.Post|net.Post({CURSOR})|Perform a POST request
net.Put|net.Put({CURSOR})|Perform a PUT request
net.Delete|net.Delete({CURSOR})|Perform a DELETE request
net.SetOnData|net.SetOnData({CURSOR})|Set data callback
net.SetOnError|net.SetOnError({CURSOR})|Set error callback
net.SetOnProgress|net.SetOnProgress({CURSOR})|Set progress callback
net.SetOnResponse|net.SetOnResponse({CURSOR})|Set response callback
net.SetTimeout|net.SetTimeout({CURSOR})|Set timeout
net.SetUrl|net.SetUrl({CURSOR})|Set the URL
net.Upload|net.Upload({CURSOR})|Upload a file
ntf.Cancel|ntf.Cancel({CURSOR})|Cancel the notification
ntf.Create|ntf.Create({CURSOR})|Create a notification
ntf.Notify|ntf.Notify({CURSOR})|Show the notification
ntf.SetContent|ntf.SetContent({CURSOR})|Set the notification content
ntf.SetIcon|ntf.SetIcon({CURSOR})|Set the notification icon
ntf.SetOnTap|ntf.SetOnTap({CURSOR})|Set tap callback
nxt.Create|nxt.Create({CURSOR})|Create a context method
nxt.GetAbsoluteX|nxt.GetAbsoluteX()|Get absolute X position
nxt.GetAbsoluteY|nxt.GetAbsoluteY()|Get absolute Y position
nxt.GetAccessibility|nxt.GetAccessibility()|Get accessibility service
nxt.GetActivity|nxt.GetActivity()|Get current activity
nxt.GetAssets|nxt.GetAssets()|Get assets manager
nxt.GetBaseContext|nxt.GetBaseContext()|Get base context
nxt.getCacheDir|nxt.getCacheDir({CURSOR})|Get cache directory
nxt.getClass|nxt.getClass({CURSOR})|Get class loader
nxt.getCodeCacheDir|nxt.getCodeCacheDir({CURSOR})|Get code cache dir
nxt.getContentResolver|nxt.getContentResolver({CURSOR})|Get content resolver
nxt.getDataDir|nxt.getDataDir({CURSOR})|Get data directory
nxt.getDatabasePath|nxt.getDatabasePath({CURSOR})|Get database path
nxt.getDir|nxt.getDir({CURSOR})|Get a directory
nxt.getExternalCacheDir|nxt.getExternalCacheDir({CURSOR})|Get external cache dir
nxt.getExternalFilesDir|nxt.getExternalFilesDir({CURSOR})|Get external files dir
nxt.getExternalMediaDirs|nxt.getExternalMediaDirs({CURSOR})|Get external media dirs
nxt.getFilesDir|nxt.getFilesDir({CURSOR})|Get files directory
nxt.getMainExecutor|nxt.getMainExecutor({CURSOR})|Get main executor
nxt.getMainLooper|nxt.getMainLooper({CURSOR})|Get main looper
nxt.getNoBackupFilesDir|nxt.getNoBackupFilesDir({CURSOR})|Get no-backup files dir
nxt.getObbDir|nxt.getObbDir({CURSOR})|Get OBB directory
nxt.getOpPackageName|nxt.getOpPackageName({CURSOR})|Get op package name
nxt.getPackageCodePath|nxt.getPackageCodePath({CURSOR})|Get package code path
nxt.getPackageName|nxt.getPackageName({CURSOR})|Get package name
nxt.getPackageResourcePath|nxt.getPackageResourcePath({CURSOR})|Get package resource path
nxt.getResources|nxt.getResources({CURSOR})|Get resources
nxt.getSharedPreferences|nxt.getSharedPreferences({CURSOR})|Get shared preferences
nxt.getString|nxt.getString({CURSOR})|Get a string resource
nxt.getSystemService|nxt.getSystemService({CURSOR})|Get a system service
nxt.getText|nxt.getText({CURSOR})|Get a text resource
nxt.grantUriPermission|nxt.grantUriPermission({CURSOR})|Grant URI permission
nxt.registerReceiver|nxt.registerReceiver({CURSOR})|Register a broadcast receiver
ovl.AddView|ovl.AddView({CURSOR})|Add a view to the overlay
ovl.Create|ovl.Create({CURSOR})|Create an overlay
ovl.Hide|ovl.Hide()|Hide the overlay
ovl.RemoveView|ovl.RemoveView({CURSOR})|Remove a view
ovl.Show|ovl.Show()|Show the overlay
pls.Create|pls.Create({CURSOR})|Create an ad
pls.Hide|pls.Hide()|Hide the ad
pls.Load|pls.Load({CURSOR})|Load the ad
pls.Show|pls.Show()|Show the ad
ply.AddPoint|ply.AddPoint({CURSOR})|Add a point
ply.Create|ply.Create({CURSOR})|Create the polygon
ply.GetPoints|ply.GetPoints()|Get the points
ply.GetTag|ply.GetTag()|Get the tag
ply.Hide|ply.Hide()|Hide the polygon
ply.Remove|ply.Remove({CURSOR})|Remove the polygon
ply.SetColor|ply.SetColor({CURSOR})|Set the color
ply.SetOnClick|ply.SetOnClick({CURSOR})|Set click callback
ply.SetPoints|ply.SetPoints({CURSOR})|Set the points
ply.SetStrokeColor|ply.SetStrokeColor({CURSOR})|Set stroke color
ply.SetStrokeWidth|ply.SetStrokeWidth({CURSOR})|Set stroke width
ply.SetTag|ply.SetTag({CURSOR})|Set a tag
ply.SetVisible|ply.SetVisible({CURSOR})|Set visibility
ply.Show|ply.Show()|Show the polygon
ply.Update|ply.Update({CURSOR})|Update the polygon
pst.Create|pst.Create({CURSOR})|Create a post
pst.GetData|pst.GetData()|Get post data
pst.SetData|pst.SetData({CURSOR})|Set post data
pst.SetOnReceive|pst.SetOnReceive({CURSOR})|Set receive callback
pst.Submit|pst.Submit({CURSOR})|Submit the post
rec.Create|rec.Create({CURSOR})|Create a recorder
rec.GetFile|rec.GetFile()|Get the recorded file
rec.GetMaxDuration|rec.GetMaxDuration()|Get max duration
rec.IsRecording|rec.IsRecording()|Check if recording
rec.Pause|rec.Pause({CURSOR})|Pause recording
rec.Resume|rec.Resume({CURSOR})|Resume recording
rec.Start|rec.Start({CURSOR})|Start recording
rec.Stop|rec.Stop({CURSOR})|Stop recording
scr.AddView|scr.AddView({CURSOR})|Add a view to the screen
scr.Create|scr.Create({CURSOR})|Create a screen object
scr.GetHeight|scr.GetHeight()|Get screen height
scr.GetOrientation|scr.GetOrientation()|Get the orientation
scr.GetWidth|scr.GetWidth()|Get screen width
scr.Hide|scr.Hide()|Hide the screen
scr.RemoveView|scr.RemoveView({CURSOR})|Remove a view
scr.SetAlpha|scr.SetAlpha({CURSOR})|Set transparency
scr.SetBackground|scr.SetBackground({CURSOR})|Set background
scr.SetHeight|scr.SetHeight({CURSOR})|Set the screen height
scr.SetOnBack|scr.SetOnBack({CURSOR})|Set back callback
scr.SetOnCreate|scr.SetOnCreate({CURSOR})|Set create callback
scr.SetOnDestroy|scr.SetOnDestroy({CURSOR})|Set destroy callback
scr.SetOnHide|scr.SetOnHide({CURSOR})|Set hide callback
scr.SetOnKey|scr.SetOnKey({CURSOR})|Set key callback
scr.SetOnMenu|scr.SetOnMenu({CURSOR})|Set menu callback
scr.SetOnOrientation|scr.SetOnOrientation({CURSOR})|Set orientation callback
scr.SetOnPause|scr.SetOnPause({CURSOR})|Set pause callback
scr.SetOnResume|scr.SetOnResume({CURSOR})|Set resume callback
scr.SetOnShow|scr.SetOnShow({CURSOR})|Set show callback
scr.SetOnSwipe|scr.SetOnSwipe({CURSOR})|Set swipe callback
scr.SetOnTouch|scr.SetOnTouch({CURSOR})|Set touch callback
scr.SetOrientation|scr.SetOrientation({CURSOR})|Set orientation
scr.SetPosition|scr.SetPosition({CURSOR})|Set position
scr.SetSize|scr.SetSize({CURSOR})|Set size
scr.SetTitle|scr.SetTitle({CURSOR})|Set the title
scr.SetVisible|scr.SetVisible({CURSOR})|Set visibility
scr.SetWidth|scr.SetWidth({CURSOR})|Set the width
scr.Show|scr.Show()|Show the screen
scr.Update|scr.Update({CURSOR})|Update the screen
scr.UpdateLayout|scr.UpdateLayout({CURSOR})|Update the layout
scr.SetFullScreen|scr.SetFullScreen({CURSOR})|Set fullscreen mode
scr.SetStatusBar|scr.SetStatusBar({CURSOR})|Set status bar visibility
skb.Create|skb.Create({CURSOR})|Create a keyboard object
skb.Dismiss|skb.Dismiss()|Dismiss the keyboard
skb.GetHeight|skb.GetHeight()|Get keyboard height
skb.Hide|skb.Hide()|Hide the keyboard
skb.IsVisible|skb.IsVisible()|Check if keyboard is visible
skb.SetAutoCapitalize|skb.SetAutoCapitalize({CURSOR})|Set auto capitalize
skb.SetAutoCorrect|skb.SetAutoCorrect({CURSOR})|Set auto correct
skb.SetAutoSuggest|skb.SetAutoSuggest({CURSOR})|Set auto suggest
skb.SetCursorColor|skb.SetCursorColor({CURSOR})|Set cursor color
skb.SetEnabled|skb.SetEnabled({CURSOR})|Set enabled
skb.SetEnterKey|skb.SetEnterKey({CURSOR})|Set enter key type
skb.SetHint|skb.SetHint({CURSOR})|Set hint text
skb.SetHintColor|skb.SetHintColor({CURSOR})|Set hint color
skb.SetInputType|skb.SetInputType({CURSOR})|Set input type
skb.SetKeyListener|skb.SetKeyListener({CURSOR})|Set key listener
skb.SetMaxLength|skb.SetMaxLength({CURSOR})|Set max length
skb.SetMultiline|skb.SetMultiline({CURSOR})|Set multiline
skb.SetOnAction|skb.SetOnAction({CURSOR})|Set action callback
skb.SetOnChange|skb.SetOnChange({CURSOR})|Set change callback
skb.SetOnDone|skb.SetOnDone({CURSOR})|Set done callback
skb.SetOnFocus|skb.SetOnFocus({CURSOR})|Set focus callback
skb.SetOnKey|skb.SetOnKey({CURSOR})|Set key callback
skb.SetOnReturn|skb.SetOnReturn({CURSOR})|Set return callback
skb.SetOnSearch|skb.SetOnSearch({CURSOR})|Set search callback
skb.SetOnSend|skb.SetOnSend({CURSOR})|Set send callback
skb.SetPassword|skb.SetPassword({CURSOR})|Set password mode
skb.SetSelection|skb.SetSelection({CURSOR})|Set selection
skb.SetSuggestions|skb.SetSuggestions({CURSOR})|Set suggestions
skb.SetText|skb.SetText({CURSOR})|Set the text
skb.SetTextColor|skb.SetTextColor({CURSOR})|Set text color
skb.SetTextSize|skb.SetTextSize({CURSOR})|Set text size
skb.Show|skb.Show()|Show the keyboard
skb.ShowKeyboard|skb.ShowKeyboard({CURSOR})|Show the keyboard
sms.IsSupported|sms.IsSupported()|Check if SMS is supported
sms.Send|sms.Send({CURSOR})|Send an SMS message
sms.SetCallback|sms.SetCallback({CURSOR})|Set callback for SMS events
sms.SetOnReceive|sms.SetOnReceive({CURSOR})|Set callback for receiving SMS
sms.Start|sms.Start({CURSOR})|Start SMS service
sns.Create|sns.Create({CURSOR})|Create a sensor object
sns.GetAccelerometer|sns.GetAccelerometer()|Get accelerometer data
sns.GetAmbientTemp|sns.GetAmbientTemp()|Get ambient temperature
sns.GetGyroscope|sns.GetGyroscope()|Get gyroscope data
sns.GetLight|sns.GetLight()|Get light sensor data
sns.GetMagnetometer|sns.GetMagnetometer()|Get magnetometer data
sns.GetPressure|sns.GetPressure()|Get pressure sensor data
sns.GetProximity|sns.GetProximity()|Get proximity data
sns.GetRotationVector|sns.GetRotationVector()|Get rotation vector
sns.GetSensorList|sns.GetSensorList()|Get sensor list
sns.StartListening|sns.StartListening({CURSOR})|Start sensor listener
sock.Close|sock.Close()|Close the socket
sock.Connect|sock.Connect({CURSOR})|Connect to a socket server
sock.Create|sock.Create({CURSOR})|Create a socket object
sock.Disconnect|sock.Disconnect({CURSOR})|Disconnect the socket
sock.Emit|sock.Emit({CURSOR})|Emit a socket event
sock.GetState|sock.GetState()|Get the socket state
sock.IsConnected|sock.IsConnected()|Check if connected
sock.On|sock.On({CURSOR})|Listen to a socket event
sock.Reconnect|sock.Reconnect({CURSOR})|Reconnect the socket
sock.Send|sock.Send({CURSOR})|Send data over the socket
sock.SetOnConnect|sock.SetOnConnect({CURSOR})|Set connect callback
sock.SetOnData|sock.SetOnData({CURSOR})|Set data callback
sock.SetOnDisconnect|sock.SetOnDisconnect({CURSOR})|Set disconnect callback
sock.SetOnError|sock.SetOnError({CURSOR})|Set error callback
spn.AddItem|spn.AddItem({CURSOR})|Add an item
spn.Clear|spn.Clear({CURSOR})|Clear the spinner
spn.Create|spn.Create({CURSOR})|Create a spinner object
spn.GetCount|spn.GetCount()|Get item count
spn.GetItem|spn.GetItem()|Get an item
spn.GetSelected|spn.GetSelected()|Get selected index
spn.GetSelectedItem|spn.GetSelectedItem()|Get selected item
spn.GetText|spn.GetText()|Get the spinner text
spn.InsertItem|spn.InsertItem({CURSOR})|Insert an item
spn.IsEmpty|spn.IsEmpty()|Check if empty
spn.RemoveItem|spn.RemoveItem({CURSOR})|Remove an item
spn.SelectItem|spn.SelectItem({CURSOR})|Select an item
spn.SetAlpha|spn.SetAlpha({CURSOR})|Set transparency
spn.SetBackground|spn.SetBackground({CURSOR})|Set background
spn.SetBold|spn.SetBold({CURSOR})|Set bold
spn.SetDropDownBg|spn.SetDropDownBg({CURSOR})|Set dropdown background
spn.SetDropDownHeight|spn.SetDropDownHeight({CURSOR})|Set dropdown height
spn.SetDropDownWidth|spn.SetDropDownWidth({CURSOR})|Set dropdown width
spn.SetEnabled|spn.SetEnabled({CURSOR})|Set enabled
spn.SetFont|spn.SetFont({CURSOR})|Set the font
spn.SetHeight|spn.SetHeight({CURSOR})|Set height
spn.SetItemText|spn.SetItemText({CURSOR})|Set item text
spn.SetItalic|spn.SetItalic({CURSOR})|Set italic
spn.SetMargins|spn.SetMargins({CURSOR})|Set margins
spn.SetOnItemSelected|spn.SetOnItemSelected({CURSOR})|Set item selected callback
spn.SetOnSelect|spn.SetOnSelect({CURSOR})|Set selection callback
spn.SetPadding|spn.SetPadding({CURSOR})|Set padding
spn.SetPosition|spn.SetPosition({CURSOR})|Set position
spn.SetPrompt|spn.SetPrompt({CURSOR})|Set prompt text
spn.SetSize|spn.SetSize({CURSOR})|Set size
spn.SetText|spn.SetText({CURSOR})|Set text
spn.SetTextColor|spn.SetTextColor({CURSOR})|Set text color
spn.SetTextSize|spn.SetTextSize({CURSOR})|Set text size
spn.SetVisible|spn.SetVisible({CURSOR})|Set visibility
spn.SetWidth|spn.SetWidth({CURSOR})|Set width
spn.Show|spn.Show()|Show the spinner
spn.Hide|spn.Hide()|Hide the spinner
spr.Create|spr.Create({CURSOR})|Create a sprite
spr.GetFrame|spr.GetFrame()|Get current frame
spr.GetFrames|spr.GetFrames()|Get frame count
spr.GetHeight|spr.GetHeight()|Get the height
spr.GetWidth|spr.GetWidth()|Get the width
spr.Play|spr.Play({CURSOR})|Play animation
spr.SetFrame|spr.SetFrame({CURSOR})|Set current frame
spr.SetFrames|spr.SetFrames({CURSOR})|Set frame count
spr.SetOnComplete|spr.SetOnComplete({CURSOR})|Set animation complete callback
spr.Stop|spr.Stop({CURSOR})|Stop animation
srv.Create|srv.Create({CURSOR})|Create a service
srv.GetState|srv.GetState()|Get service state
srv.IsRunning|srv.IsRunning()|Check if service is running
srv.Start|srv.Start({CURSOR})|Start the service
srv.Stop|srv.Stop({CURSOR})|Stop the service
srv.SetOnMessage|srv.SetOnMessage({CURSOR})|Set message callback
syn.AddFile|syn.AddFile({CURSOR})|Add a file to sync
syn.AddFolder|syn.AddFolder({CURSOR})|Add a folder to sync
syn.Cancel|syn.Cancel({CURSOR})|Cancel the sync
syn.Create|syn.Create({CURSOR})|Create a sync object
syn.GetProgress|syn.GetProgress()|Get sync progress
syn.GetStatus|syn.GetStatus()|Get sync status
syn.IsSyncing|syn.IsSyncing()|Check if syncing
syn.Pause|syn.Pause({CURSOR})|Pause sync
syn.RemoveFile|syn.RemoveFile({CURSOR})|Remove a file from sync
syn.RemoveFolder|syn.RemoveFolder({CURSOR})|Remove a folder from sync
syn.Resume|syn.Resume({CURSOR})|Resume sync
syn.SetAccount|syn.SetAccount({CURSOR})|Set account
syn.SetConflictPolicy|syn.SetConflictPolicy({CURSOR})|Set conflict policy
syn.SetFrequency|syn.SetFrequency({CURSOR})|Set sync frequency
syn.SetOnComplete|syn.SetOnComplete({CURSOR})|Set complete callback
syn.SetOnConflict|syn.SetOnConflict({CURSOR})|Set conflict callback
syn.SetOnError|syn.SetOnError({CURSOR})|Set error callback
syn.SetOnProgress|syn.SetOnProgress({CURSOR})|Set progress callback
syn.SetOnStart|syn.SetOnStart({CURSOR})|Set start callback
syn.SetOnStatus|syn.SetOnStatus({CURSOR})|Set status callback
syn.SetOnSync|syn.SetOnSync({CURSOR})|Set sync callback
